80,9.5249,75,1.6304,3,0.92966,5,0.79236,119,0.50907,0.11194,0.030829,819.81,6
72,6.375,74,0.73953,8,1.4066,3,0.89559,5,1.8233,0.1135,0.025137,544.74,5
74,6.6572,88,1.559,82,0.87682,26,2.6852,64,1.9754,0.08482,0.018516,602.6,5
71,5.4625,74,0.74304,108,1.2186,3,0.93066,5,0.79308,0.11394,0.030597,376.99,5
70,6.9847,72,0.89155,74,0.7815,89,5.7822,56,3.5933,0.084685,0.02055,540.18,5
70,7.2229,74,1.0552,99,6.5098,107,1.7573,91,3.6219,0.091264,0.013727,851.56,5
70,6.4082,74,1.0061,82,1.4326,99,1.9103,3,0.9357,0.088507,0.025128,519.58,5
72,6.7811,74,1.5102,3,0.92126,90,5.1895,63,1.7995,0.087325,0.016037,734.41,5
70,6.187,72,0.89948,74,0.6416,89,2.2739,3,0.92948,0.091787,0.017028,524.52,5
72,6.1054,3,0.93377,5,0.7948,119,0.50263,83,0.69626,0.093494,0.020177,500.39,5
72,6.0962,74,0.56165,70,0.58542,3,0.92996,5,0.79285,0.11809,0.028154,572.06,5
71,6.9427,73,1.7386,3,0.94062,8,2.0145,5,0.79848,0.11771,0.028082,494.29,5
70,7.2248,74,0.99427,72,0.51349,89,3.955,3,0.9313,0.095661,0.021842,589.05,5
72,6.595,70,0.52135,74,0.665,3,0.9224,119,0.52259,0.10078,0.032704,384.9,5
73,4.5644,71,0.71709,3,0.93116,5,0.79327,119,0.50679,0.11532,0.030076,411.89,5
70,5.9343,74,0.51113,3,0.9262,89,4.3111,119,0.51561,0.092966,0.034838,420.33,5
74,5.9336,70,2.2047,3,0.93569,5,0.79596,90,4.1237,0.09405,0.028549,639.99,5
79,5.9667,3,0.93082,5,0.79307,119,0.50727,8,1.7852,0.12208,0.037192,1051,7
78,6.9172,81,0.67946,3,0.92997,5,0.79252,119,0.50844,0.10247,0.038154,1182.5,7
82,7.8387,77,0.96095,79,0.95143,3,0.93218,5,0.79398,0.085409,0.028156,1077.5,7
77,8.9532,80,0.65766,3,0.93111,5,0.79319,119,0.50662,0.11116,0.031401,1298,7
81,9.659,77,1.4456,3,0.92559,119,0.5186,5,0.79039,0.094381,0.022338,1685.6,7
77,10.03,82,1.7282,3,0.9274,119,0.51362,5,0.79117,0.096261,0.023787,1271.7,7
75,8.1746,3,0.9288,5,0.79186,119,0.51048,8,1.7808,0.10369,0.030469,1342.4,7
62,3.5926,85,4.983,3,0.93485,5,0.7958,119,0.5026,0.095771,0.023499,1189.2,4
86,3.9265,62,2.9003,3,0.92906,5,0.79217,119,0.51086,0.11926,0.029059,584.26,4
85,5.2771,62,4.6,3,0.93307,5,0.79476,119,0.50536,0.10345,0.020064,786.11,4
85,5.4457,87,0.57861,3,0.9297,63,3.7012,5,0.79265,0.1132,0.025076,1066.1,4
85,4.7694,63,3.0726,3,0.92959,5,0.79256,119,0.51032,0.10217,0.023226,914.89,4
87,5.8161,84,0.5521,3,0.92372,119,0.51922,5,0.78894,0.10051,0.026746,1092.2,4
86,4.5819,62,2.928,3,0.9304,5,0.79299,119,0.50881,0.10427,0.026741,603.57,4
84,5.4159,62,3.2899,3,0.92514,119,0.51665,5,0.78975,0.10089,0.023889,1009.3,4
62,2.5279,86,4.8255,84,0.53023,3,0.93523,5,0.79602,0.098641,0.021974,1042.7,4
87,5.3376,62,3.3406,3,0.9267,119,0.51435,5,0.79072,0.098387,0.024074,1156.9,4
85,4.5294,87,0.57105,3,0.93132,5,0.79358,119,0.50757,0.1161,0.026429,743.55,4
85,4.946,87,0.6573,3,0.92615,13,1.605,61,3.6408,0.10676,0.02607,981.84,4
62,3.4859,85,4.239,3,0.93394,5,0.79528,119,0.50421,0.086151,0.014792,709.89,4
87,5.8082,85,0.64086,62,3.2082,3,0.92695,119,0.51418,0.10504,0.02559,1289.7,4
85,4.0457,63,3.6364,3,0.93009,5,0.7928,119,0.50929,0.08585,0.022735,611.69,4
85,4.2037,63,2.6692,87,0.53204,3,0.93162,5,0.79367,0.1017,0.023196,965.77,4
87,5.1271,85,0.53255,63,3.3078,3,0.92999,5,0.79271,0.11589,0.028821,863.51,4
87,5.5733,3,0.92698,62,3.4688,119,0.51421,5,0.79097,0.099506,0.027514,813.83,4
62,3.3618,85,6.1225,88,0.63426,3,0.9299,5,0.79278,0.10898,0.024226,801.14,4
14,2.5787,35,15.33,29,1.8271,27,1.1053,25,0.61005,0.24773,0.092487,1504,1
26,10.27,34,1.476,14,1.9369,21,1.6327,36,2.5918,0.25603,0.081688,2245.9,1
15,5.6769,21,1.8489,23,3.0994,37,7.5319,34,0.82738,0.25066,0.097061,1479.2,1
20,7.2023,24,2.7648,29,9.6013,17,0.64472,14,0.77351,0.26547,0.10378,2188.8,1
2,0.86592,6,4.2894,9,3.1929,4,0.50221,42,7.8337,0.23791,0.077894,1314.3,1
40,11.793,43,4.8415,49,1.3923,25,1.8655,37,1.0572,0.16712,0.065379,1147.7,1
11,2.2956,41,12.772,36,0.9912,44,0.66126,38,0.85021,0.2014,0.069819,987.25,1
45,9.6245,42,0.91893,35,4.2279,48,0.91083,40,1.3768,0.16159,0.04612,1338.3,1
42,10.925,40,0.83152,45,1.1623,49,1.1971,29,2.4484,0.15924,0.051725,1289.8,1
34,5.4373,43,11.817,47,0.97112,31,0.6933,37,0.92153,0.17686,0.078115,824.69,1
46,11.994,49,0.5139,42,0.79612,37,1.3002,34,2.6366,0.15857,0.054605,1974.2,2
48,9.5583,55,0.77588,3,0.95833,5,0.81018,40,1.4529,0.14483,0.052089,1226.2,2
4,2.3784,46,8.2685,42,0.83109,34,1.8769,38,2.4018,0.19659,0.058498,2183,2
48,13.877,52,2.2801,44,1.7303,55,0.78546,3,0.95342,0.14092,0.045021,2007,2
46,14.387,29,0.89326,42,0.91993,37,0.90995,40,0.88049,0.19003,0.050335,1816.2,2
52,14.411,44,2.2259,48,0.77647,3,0.95594,5,0.8086,0.14955,0.042162,2205.4,2
48,9.3972,53,0.66,37,1.2974,55,0.90017,43,1.5421,0.15407,0.03831,1340.7,3
49,11.921,37,3.5909,39,0.9738,45,0.70448,42,0.78412,0.13134,0.038673,2145.7,3
51,14.514,48,2.189,54,0.92206,40,1.0579,58,0.67216,0.13106,0.032935,1033,3
50,7.4082,56,2.1426,37,2.6706,3,0.95364,5,0.80723,0.13568,0.037887,948.08,3
13,3.6289,55,13.161,50,2.484,16,0.51143,42,2.4904,0.15449,0.035454,1266.7,3
51,12.897,55,1.527,47,2.0526,30,1.3899,42,0.67088,0.13474,0.036008,1045.7,3
108,4.4674,106,1.0025,103,3.2783,99,1.5486,112,2.5378,0.16101,0.050498,1915.9,9
105,2.8712,99,2.5858,97,0.62032,108,1.3803,118,0.98347,0.14506,0.037626,1624.3,9
74,5.402,3,0.92033,119,0.52718,5,0.78724,97,2.0031,0.1082,0.025683,733.73,5
72,5.5276,70,0.56154,89,2.0343,3,0.92552,119,0.51674,0.088955,0.02435,425.79,5
74,6.0301,70,0.63562,3,0.93606,5,0.79646,119,0.50104,0.11978,0.028751,523.57,5
71,6.1261,74,0.73927,107,2.9062,89,2.85,102,0.84697,0.099107,0.02042,543.73,5
86,4.8476,3,0.93053,63,3.1211,5,0.79308,119,0.509,0.11176,0.020244,910.93,4
66,5.5003,3,0.94132,5,0.79946,8,1.8091,58,1.3321,0.096376,0.025561,808.43,13
76,4.6738,81,1.5894,3,0.92945,5,0.79221,119,0.50925,0.10359,0.030448,679.38,6
76,5.0561,27,2.3517,81,0.64625,3,0.94146,83,0.57161,0.1287,0.031041,725.63,6
66,5.4788,3,0.94196,58,1.0751,5,0.79979,8,1.8097,0.09082,0.023611,848.63,13
14,1.5848,105,8.6761,90,3.133,102,1.3975,3,0.90514,0.15384,0.032466,1622.6,9
101,5.8399,3,0.90959,119,0.54265,5,0.78052,88,2.1383,0.13556,0.033319,1729.9,15
88,3.0886,63,3.0318,3,0.92662,119,0.51457,5,0.79069,0.1025,0.027452,805.37,4
101,8.068,103,1.1854,3,0.89487,119,0.58029,5,0.77247,0.1423,0.034965,1645.1,15
109,2.4325,116,1.9437,111,0.72988,113,0.97967,105,1.5616,0.2179,0.072378,2658.4,9
96,7.4498,93,0.7354,90,1.0486,83,1.2703,3,0.91223,0.12201,0.026259,2771.9,9
3,0.90402,100,10.529,103,0.80604,119,0.55878,89,4.0072,0.14032,0.027997,2305.5,9
106,6.5722,110,2.0156,103,0.9429,3,0.8982,119,0.57883,0.16696,0.055051,1881.7,15
49,13.518,52,0.66082,55,0.50056,28,1.3635,3,0.95277,0.12698,0.041102,1289.5,3
50,9.5245,52,0.80955,55,1.6697,47,0.53737,42,0.56255,0.12436,0.044422,973.92,3
40,18.422,42,4.1981,44,1.5803,37,0.88593,47,0.63316,0.14453,0.038348,1467.6,1
98,3.8534,83,1.5145,3,0.90849,89,4.3501,119,0.54964,0.12409,0.026449,2841.7,9
55,4.1785,52,2.0705,49,0.66134,31,1.0808,3,0.94762,0.12432,0.032181,1830.2,10
46,14.254,44,0.67605,55,0.94867,42,0.58663,3,0.95345,0.1435,0.039018,1331.8,3
85,5.8794,62,3.0987,3,0.92916,5,0.79223,119,0.51076,0.099884,0.021141,881.73,4
66,7.0011,68,1.5209,3,0.94251,5,0.80027,8,1.8132,0.099214,0.026106,981.25,13
85,3.9789,62,3.0637,3,0.92702,119,0.51365,5,0.79085,0.095503,0.024165,811.75,4
66,5.5604,3,0.94144,5,0.79952,8,1.8091,35,1.3569,0.096424,0.028036,639.62,13
101,5.8376,89,3.3357,3,0.90279,119,0.55921,93,0.72829,0.12355,0.034188,1249.3,15
52,8.4859,50,1.34,55,1.4706,57,1.4247,42,0.80591,0.14221,0.035981,1518,3
48,7.1072,52,0.77335,55,1.2647,3,0.95766,5,0.80968,0.15717,0.036323,1159,3
69,5.5201,3,0.93896,5,0.79794,8,1.8025,13,1.769,0.097102,0.03275,660.42,13
99,5.5593,101,0.62085,88,4.0392,3,0.90423,91,1.4975,0.127,0.027972,1144.2,14
98,4.4372,88,3.9936,103,0.7887,83,2.5857,3,0.90948,0.12475,0.024364,1197.8,14
98,2.8409,105,2.0141,108,0.90019,101,0.96336,3,0.90473,0.15673,0.03951,2004.9,9
47,11.553,45,1.6691,52,0.62835,3,0.95621,5,0.80879,0.13898,0.052172,1427.1,2
99,3.6033,106,3.4847,117,1.0958,114,1.6325,3,0.90113,0.19459,0.074923,1717.7,15
101,6.6759,105,0.71801,3,0.89985,119,0.56569,109,0.79879,0.15981,0.05365,971.52,15
62,3.1766,87,4.9548,3,0.9358,5,0.79639,119,0.50136,0.096299,0.025447,731.53,4
51,11.065,49,0.91241,55,0.6649,57,1.0381,3,0.95192,0.13385,0.041185,2290.3,10
99,4.8921,83,1.9564,107,1.1236,104,1.6197,89,3.0298,0.12295,0.023293,1463,14
111,4.6648,115,1.7073,107,1.7499,105,0.66093,102,0.95813,0.17788,0.064838,1246.9,14
24,1.3569,49,12.06,44,1.4652,51,0.81093,54,1.8033,0.15519,0.041609,858.2,3
48,13.431,42,1.1259,40,0.90579,44,0.80584,55,1.6221,0.12429,0.041581,993.96,3
55,13.472,48,2.2217,50,1.8548,3,0.95272,25,7.1043,0.14152,0.038623,1687.5,3
69,7.829,66,1.2239,64,0.63894,3,0.93988,5,0.79855,0.096512,0.024053,1103.8,13
47,9.3464,50,1.4012,37,1.2576,55,0.84348,3,0.95567,0.14114,0.044562,2249.3,2
62,3.0037,87,6.1081,85,1.4527,3,0.94001,5,0.7988,0.089334,0.020624,699.34,4
69,4.9143,63,0.55465,3,0.94107,5,0.80002,14,1.5619,0.092725,0.025057,773.52,13
63,4.6037,87,5.8832,84,0.73943,3,0.92988,5,0.79272,0.09267,0.017826,1262.5,4
84,6.2717,86,1.3228,63,3.4466,3,0.94491,5,0.85451,0.092142,0.018465,824.54,4
98,16.198,96,0.60526,101,1.0388,106,1.3616,91,0.59302,0.13566,0.034511,2049,9
75,10.048,82,1.1188,78,0.59883,3,0.93101,71,0.76821,0.099353,0.024381,1167.2,6
77,5.7042,3,0.92942,5,0.79224,119,0.5095,8,1.7824,0.093232,0.031773,943.97,6
52,8.622,55,0.93022,50,0.6159,46,0.67149,3,0.95588,0.13998,0.04485,1576.9,10
87,5.7832,85,1.9844,3,0.92471,62,4.0429,119,0.51719,0.10131,0.024335,530.98,4
63,3.3298,86,5.0965,3,0.93369,5,0.79501,119,0.5041,0.10075,0.018808,739.6,4
88,8.038,84,0.91419,3,0.92665,63,4.2861,119,0.51735,0.098018,0.01489,1053.8,4
66,6.6146,68,0.75495,58,0.94291,3,0.94233,61,0.54007,0.090031,0.021645,862.2,13
99,10.022,105,1.9421,91,3.93,83,1.7269,3,0.89811,0.12397,0.026207,1661.6,9
53,12.451,47,1.3816,57,0.52152,3,0.95048,5,0.80514,0.1399,0.046871,1434.5,10
63,4.2683,85,6.2494,88,0.64235,3,0.93485,5,0.79569,0.096429,0.017891,1219.9,4
3,0.92518,119,0.51639,5,0.78974,87,5.4088,85,1.0369,0.14075,0.03509,1005.2,4
42,12.834,48,1.9523,28,2.28,45,0.74278,40,0.59554,0.17791,0.047252,1434.4,2
11,1.565,62,3.6423,86,5.6219,17,4.0057,20,0.71964,0.12846,0.027883,1185.8,4
21,1.222,55,6.8308,53,1.3054,50,1.5556,23,0.93436,0.14463,0.03519,1362.8,3
55,7.3983,53,0.69728,48,2.6602,58,0.84363,44,0.77522,0.13089,0.030004,1818.3,3
98,3.5053,101,1.118,89,3.0883,3,0.89855,119,0.57157,0.13458,0.029575,949,14
53,8.7041,55,0.65713,48,0.84539,3,0.9517,45,0.99383,0.13292,0.042405,1434.3,10
76,7.7438,81,0.55149,3,0.93279,5,0.79422,119,0.50379,0.086205,0.03013,695.43,6
86,5.6267,63,3.6157,3,0.92966,5,0.7926,119,0.51019,0.10221,0.021772,858.31,4
84,4.9681,3,0.92592,87,0.54765,63,3.1206,119,0.51527,0.12062,0.027651,967.66,4
98,6.0591,3,0.90348,119,0.56024,5,0.77747,89,1.3248,0.13365,0.039232,1376.1,9
66,5.1325,3,0.9405,5,0.7989,8,1.8064,58,0.84347,0.09572,0.028796,907.58,13
84,5.8396,87,0.9936,3,0.9262,63,4.3484,119,0.51517,0.12047,0.019762,979.7,4
66,7.0312,68,0.6299,3,0.94192,5,0.79984,8,1.8107,0.092792,0.022796,713.94,13
66,8.1855,69,1.0093,64,0.50546,3,0.94211,75,0.67503,0.084856,0.020045,1209.2,13
64,7.2032,68,1.1755,3,0.94239,5,0.80027,8,1.8148,0.084444,0.021768,812.4,13
84,4.8019,3,0.93018,5,0.7932,119,0.50989,13,1.8484,0.11326,0.026013,825.51,4
47,14.482,52,1.7776,55,1.209,3,0.95501,5,0.80795,0.14229,0.039254,2699.5,2
52,13.606,55,0.8812,48,0.75307,58,0.60938,14,4.2006,0.13759,0.036676,1802.5,10
64,5.1432,3,0.94022,5,0.79879,8,1.8063,76,1.0194,0.077476,0.02996,764.83,13
56,7.4845,52,1.4206,49,1.9814,3,0.94965,5,0.8046,0.13536,0.046645,1310.9,10
8,1.2613,62,2.8453,84,4.4463,87,0.51822,3,0.94769,0.12715,0.027377,714.24,4
61,2.5114,86,7.2459,83,0.57101,33,2.5819,3,0.93637,0.10687,0.015267,595.09,4
55,7.1991,53,0.92707,48,0.79791,50,0.94638,3,0.95188,0.14266,0.038679,1309.9,10
55,5.3794,58,0.64612,95,10.131,92,0.69957,3,0.9292,0.12153,0.028063,2216,11
86,3.4883,3,0.92576,62,3.4717,119,0.51597,5,0.79021,0.10316,0.027068,718.96,4
55,8.0283,52,0.59779,44,0.81974,46,1.6127,3,0.95145,0.12583,0.022882,1324.2,3
52,9.7216,55,0.53432,3,0.95226,44,1.6921,5,0.80627,0.12453,0.02916,1403.9,10
86,4.2161,62,3.2138,3,0.92968,5,0.79262,119,0.5102,0.095742,0.020482,582.85,4
62,3.5013,84,3.3427,3,0.93496,5,0.79576,119,0.50221,0.084442,0.017844,743.39,4
101,5.5694,3,0.89925,119,0.56825,5,0.77492,83,1.9839,0.157,0.038684,1862.4,15
90,11.228,95,2.5477,93,0.54033,98,0.96496,3,0.91031,0.13184,0.041578,1400.9,8
48,12.055,52,1.6161,40,2.1929,55,0.51038,44,0.58205,0.13847,0.036056,2324.4,2
85,4.578,3,0.92516,119,0.51633,5,0.78971,62,3.38,0.085904,0.03126,425.62,4
80,6.1394,3,0.93129,5,0.79334,119,0.50653,8,1.786,0.10192,0.035043,587.57,6
54,7.8496,52,0.71656,58,0.5054,49,0.95667,14,1.3247,0.14004,0.044256,1282.4,10
49,9.4293,45,0.83684,55,1.3861,40,1.6973,42,0.7441,0.1351,0.040926,1526.1,3
48,10.588,14,2.422,50,1.9286,55,1.1745,37,1.5085,0.17503,0.043499,1741.3,3
8,1.4972,69,7.4916,5,1.0925,66,0.74309,3,0.894,0.12676,0.042764,989.54,13
103,8.2787,99,0.52411,3,0.89749,119,0.57388,90,2.7233,0.14174,0.03677,2035.7,15
45,10.133,47,1.1586,51,0.82348,3,0.95747,55,0.97025,0.15094,0.044955,2333.5,2
87,6.1527,62,3.4558,3,0.92525,119,0.51665,5,0.78984,0.098943,0.020804,884.29,4
100,6.8181,3,0.90365,119,0.55903,5,0.77749,103,0.56985,0.15782,0.038543,1111.1,15
55,14.63,49,3.9636,57,0.62513,45,0.85886,3,0.95466,0.13381,0.035893,1321.4,10
52,11.623,55,0.92837,48,1.335,57,0.88338,3,0.95413,0.12645,0.034459,1394.4,10
58,14.617,49,4.0898,52,2.0526,55,0.76771,47,1.4433,0.13127,0.024044,1199.9,3
57,4.8313,55,0.81441,48,2.8528,53,1.3302,25,3.9579,0.12081,0.021448,1319.7,3
72,4.3231,74,2.209,70,0.63288,3,0.93717,5,0.79695,0.10542,0.04324,577.39,5
89,3.6309,99,4.4038,83,2.291,96,0.63284,3,0.9082,0.1177,0.023344,1272.6,14
62,3.3333,84,5.5103,3,0.92909,5,0.79218,119,0.51076,0.08521,0.018779,644.54,4
98,9.3397,3,0.91189,119,0.54537,5,0.78265,93,1.7894,0.14568,0.027467,2392.2,9
85,5.1666,62,3.4238,3,0.93058,5,0.79308,119,0.50847,0.10503,0.023022,633.31,4
85,4.9102,62,3.7038,3,0.92709,119,0.5136,5,0.79092,0.088498,0.023496,532.76,4
3,0.90128,99,10.273,119,0.56407,105,3.9901,103,0.84912,0.16132,0.034788,1992.8,9
101,7.7096,99,0.83653,104,0.58944,3,0.90573,119,0.56042,0.14232,0.035348,1553.2,15
93,10.095,3,0.92631,90,0.52751,57,5.3039,55,0.77494,0.13764,0.023024,2205.4,11
81,7.0489,79,0.81744,3,0.92629,119,0.51416,5,0.79031,0.094466,0.029822,848.94,6
91,7.7521,101,2.0875,3,0.91176,98,1.2055,95,1.8732,0.13142,0.024235,2611.4,9
98,5.5074,89,3.3733,3,0.9106,119,0.54312,5,0.78124,0.131,0.027913,1174.2,14
55,14.029,52,2.7978,46,2.2009,50,0.52019,57,0.68496,0.12831,0.033755,1542,3
52,8.5235,54,0.93998,57,1.5538,3,0.95258,5,0.80699,0.12327,0.031028,1181.2,10
88,2.8416,98,3.3463,83,2.0659,3,0.91236,119,0.54054,0.13223,0.027096,1384.5,14
105,10.801,103,0.61254,99,1.8671,91,1.3103,3,0.90609,0.13684,0.032681,1210.3,9
55,13.452,52,1.0237,49,1.8085,46,0.618,3,0.95246,0.13604,0.03307,1853.2,10
69,5.311,66,1.0872,3,0.93818,5,0.7975,58,1.6528,0.092194,0.025277,680.09,13
101,5.4733,98,0.66144,105,1.2784,89,2.5366,3,0.89793,0.13009,0.024486,843.36,14
22,1.7674,48,6.3151,27,2.4723,55,1.6489,44,0.64519,0.15128,0.037184,1031.7,3
64,6.0053,3,0.94186,5,0.79967,58,0.96706,8,1.8087,0.085767,0.0296,622.71,13
50,12.198,54,1.7082,52,0.8864,47,0.58065,43,2.1972,0.1391,0.039077,1154,3
49,12.37,55,1.8442,44,1.346,53,0.79286,22,1.0091,0.14178,0.038963,1399.4,3
87,5.0234,85,1.3738,62,3.3853,3,0.92282,119,0.52048,0.090508,0.022614,702.05,4
39,8.0533,48,5.4638,37,1.2017,44,2.5661,34,0.96803,0.16102,0.050991,1829.8,2
85,5.7028,3,0.92801,119,0.51263,5,0.79159,62,3.1977,0.10102,0.028041,714.69,4
81,6.3044,78,0.76834,3,0.92922,5,0.79205,119,0.50953,0.10932,0.04082,695.34,6
99,19.109,95,0.53483,90,3.4212,93,0.99539,3,0.91472,0.1254,0.022388,2348.3,9
98,7.9981,14,1.4203,3,0.9035,119,0.55998,5,0.77749,0.1548,0.035937,1953.3,9
63,3.5355,87,4.8794,85,0.50641,3,0.92899,5,0.79235,0.087929,0.02208,790.76,4
48,11.478,50,1.0017,44,1.5015,3,0.95508,5,0.80796,0.15669,0.045471,2497.9,2
84,5.3583,63,3.6468,3,0.93574,5,0.79662,119,0.50219,0.091682,0.019384,757.05,4
65,5.6357,3,0.93953,5,0.79828,8,1.8039,58,1.4607,0.083573,0.027953,600.15,13
101,6.1873,99,1.666,3,0.90569,89,2.2088,119,0.55445,0.12159,0.038003,1438.9,15
86,4.8791,62,3.8758,3,0.93411,5,0.79542,119,0.50399,0.097325,0.019371,528.9,4
84,5.1239,3,0.93098,63,3.6143,5,0.79343,119,0.50824,0.11229,0.024056,639.78,4
104,9.1726,99,1.4422,101,0.76618,3,0.90289,119,0.56763,0.15002,0.030261,1277.9,14
87,5.0076,62,3.1264,3,0.92584,119,0.51608,5,0.7903,0.093363,0.023258,625,4
55,11.4,52,1.4097,46,0.62747,3,0.9515,5,0.80576,0.12642,0.043031,1862.3,10
87,5.5216,62,3.3534,3,0.92546,119,0.51621,5,0.78996,0.10473,0.022573,787.55,4
66,5.9498,68,0.84549,3,0.94206,5,0.79999,61,0.6264,0.096116,0.026641,588.67,13
66,5.6315,3,0.94159,5,0.79959,8,1.8091,13,1.7759,0.081892,0.022746,622.16,13
60,6.7301,62,0.56787,3,0.94471,5,0.80177,55,0.67514,0.10146,0.02948,989.46,12
48,14.177,50,0.84247,43,1.6512,37,1.0327,40,1.0729,0.14985,0.0398,2302.7,2
99,6.3833,3,0.90175,119,0.56265,5,0.77623,91,1.6524,0.15897,0.049763,1785.8,15
99,5.7949,3,0.90294,119,0.55915,5,0.77688,90,2.9626,0.13002,0.033514,1193.6,15
100,6.0398,98,0.59196,3,0.89965,119,0.56801,5,0.77545,0.17149,0.05123,1202.7,15
82,7.2515,77,0.57201,3,0.92972,5,0.79477,119,0.51042,0.10396,0.033871,1312.4,7
45,7.6171,42,0.9022,15,2.2544,39,1.5701,37,0.52256,0.17496,0.050557,2567.1,2
79,6.1895,3,0.92883,5,0.79188,119,0.51027,8,1.7818,0.087638,0.040283,620.43,6
98,5.9107,96,0.73577,105,0.84946,89,2.1584,108,0.87503,0.13677,0.028644,1593.7,9
98,6.0199,89,2.7441,93,0.61779,101,1.4153,95,0.85137,0.11578,0.023816,1141.6,14
63,4.9166,88,7.7103,83,1.6054,58,0.64851,3,0.94366,0.095354,0.015636,1293.4,4
96,9.1403,98,0.52151,93,1.1209,3,0.89957,119,0.5812,0.15278,0.032694,1810.2,9
59,5.4196,61,0.67665,3,0.94397,5,0.80106,8,1.815,0.11865,0.036576,968.21,12
68,5.7533,66,0.86343,3,0.93969,5,0.7984,8,1.8044,0.10397,0.02608,600.64,13
87,5.3079,63,3.8539,13,3.8945,3,0.92215,11,0.53264,0.092246,0.024371,620.82,4
114,1.3431,98,6.2006,118,1.9662,89,3.4371,105,1.2997,0.13818,0.036636,1498.9,14
87,4.6013,8,1.815,3,0.92858,63,3.0283,5,0.8018,0.10979,0.031972,840.05,4
