75,19.656,83,3.4916,88,0.5017,6,6.5879,22,1.3154,0.096006,0.0313,2051.5
36,24.803,33,0.80458,31,0.88112,44,5.231,29,0.84414,0.1643,0.081041,1188
102,26.448,98,0.87107,100,0.91405,104,0.82118,96,0.82893,0.12789,0.033359,2033.9
49,11.716,31,1.7628,29,2.9361,22,1.7586,33,0.77696,0.16946,0.054544,2053.1
63,12.712,67,1.5837,70,0.63281,50,3.5017,33,1.6483,0.095529,0.044996,843.65
83,19.577,88,0.86569,75,1.8915,108,0.67152,112,0.93684,0.098276,0.035402,2213.8
61,5.2728,86,7.3196,53,0.57718,75,1.2059,71,1.5805,0.11081,0.053512,1082.6
92,14.1,94,0.86506,90,0.89641,96,0.79451,98,0.7256,0.11776,0.03163,1623.2
61,17.415,71,3.4014,37,1.9872,85,0.57754,6,6.6579,0.097298,0.033627,1333.4
96,23.901,92,1.0604,98,0.94662,94,0.95324,100,0.89131,0.12429,0.036654,1429
60,6.0607,88,9.3113,6,6.7516,22,1.3397,29,1.4374,0.10749,0.045867,1011.3
88,26.391,92,0.77994,102,1.3227,94,0.79979,96,0.95223,0.1214,0.031566,1574.7
104,25.041,110,0.88362,102,0.78345,112,0.97634,106,0.588,0.14554,0.053507,2262.1
102,21.288,96,1.1263,98,0.95467,104,0.89173,100,0.86976,0.13308,0.042006,2515.7
49,20.048,37,2.9091,33,0.71826,31,0.68405,59,0.58316,0.12561,0.047053,2275.3
83,18.904,75,2.0039,96,0.53442,98,0.53033,104,0.67964,0.095145,0.03528,1451.3
60,18.288,71,6.0031,75,1.4559,53,0.51314,37,1.4304,0.096437,0.026264,1674.9
92,12.826,90,1.5925,94,0.71313,96,0.72395,98,0.5572,0.11209,0.024487,2397.2
60,7.6118,52,2.9411,92,8.7876,90,1.8725,94,0.62276,0.1087,0.016773,2357.9
62,17.549,70,1.565,68,0.54479,83,8.1179,75,1.0787,0.09778,0.022856,990.61
88,12.307,83,0.52389,92,0.50963,60,5.2979,75,0.53731,0.10547,0.024306,1532.4
60,6.9496,52,2.7896,70,0.83077,89,6.7788,92,0.70646,0.10477,0.021751,1231.6
60,6.1837,88,9.6811,75,0.55823,6,6.5191,116,3.6066,0.10518,0.029944,1689.1
75,21.153,83,5.1034,88,1.0451,61,3.2458,6,6.6665,0.097194,0.028762,1363
60,6.8321,88,7.618,92,0.68613,94,0.61037,53,1.5086,0.10477,0.017591,1560.1
70,13.586,63,0.91122,52,2.6629,6,6.697,86,0.54573,0.093588,0.041862,787.65
92,23.724,90,2.1722,94,0.75066,96,0.8431,98,0.81175,0.11826,0.041253,1414.3
88,14.575,83,1.0224,75,1.5928,92,0.50266,98,0.52156,0.10256,0.0323,1848.6
102,17.46,104,0.98456,100,0.80552,98,0.86429,96,0.87214,0.1402,0.047043,1480.7
92,21.929,96,0.95793,94,0.91503,98,0.91944,90,1.0054,0.13021,0.0381,2208.3
22,35.449,49,7.8407,26,1.1859,31,0.91495,36,2.9185,0.17807,0.055368,3171.8
37,27.498,49,7.3736,33,0.94394,26,0.73296,31,0.84764,0.14887,0.058648,1871.5
29,25.617,31,0.99381,36,2.726,33,0.94542,48,6.5768,0.163,0.074532,2112.3
32,9.4724,36,1.7496,48,7.1032,44,0.67418,58,1.5568,0.15375,0.069092,2548.2
83,19.698,88,1.2354,75,1.868,98,0.59074,100,0.52206,0.098683,0.032586,2574
30,9.5915,33,0.59486,36,1.5579,48,5.9905,44,0.63671,0.16184,0.061032,1697.7
60,6.7522,92,11.253,90,2.0645,52,2.9429,94,0.76126,0.10889,0.019974,2194.6
75,13.619,81,2.41,98,0.74753,100,1.299,102,0.67192,0.090007,0.03782,1327.5
60,18.922,70,6.2533,75,1.4214,52,2.7738,40,0.65983,0.099649,0.019575,1716.2
112,1.4855,92,7.0471,114,2.5195,90,1.5318,94,0.7721,0.1416,0.028786,2094.7
82,18.834,75,1.7379,88,0.50827,96,0.5685,62,1.3615,0.096615,0.030364,1101.8
92,12.905,90,2.5107,60,5.2304,94,0.63881,96,0.71124,0.11691,0.01316,4378.6
7,33.694,5,0.57151,31,1.1127,22,1.4694,36,2.6981,0.27609,0.10858,2828.8
83,18.819,75,1.8993,60,0.66798,62,0.9431,64,0.5665,0.098826,0.032154,2126.4
60,7.9314,70,1.2902,67,0.55581,52,2.0309,6,6.8922,0.10177,0.0333,2977.1
60,19.843,70,6.3808,75,0.9594,51,2.6795,44,0.60857,0.095786,0.021193,1125.1
61,9.5565,88,9.3526,83,0.50862,70,0.53749,75,0.83409,0.10263,0.024737,1549.2
88,12.072,60,4.7541,92,0.53086,50,7.2681,48,0.74643,0.10668,0.018562,1607.1
60,6.8223,52,3.4536,89,9.15,92,0.73077,70,0.59586,0.10841,0.016627,1669.8
71,9.5279,75,1.3221,83,0.56057,89,1.8458,92,0.62506,0.096565,0.027976,630.63
92,20.395,94,0.87581,90,1.4335,96,0.86254,98,0.88092,0.13533,0.033294,2030.9
89,15.755,92,0.76168,94,0.72967,96,0.78621,98,0.77516,0.1216,0.028836,1618.9
88,23.952,75,5.5873,83,1.4506,71,0.70247,92,0.51541,0.10312,0.018533,2882.3
112,6.0878,114,2.8297,92,5.0222,110,0.98947,90,1.6612,0.1462,0.037969,2313.3
102,15.414,100,0.83869,104,0.89077,98,0.86236,96,0.73572,0.1433,0.069068,1076.8
83,10.759,6,6.6261,22,1.3165,116,3.5344,119,0.87342,0.10637,0.066934,1152.7
92,19.338,98,1.0146,96,0.94829,90,2.0422,94,0.97332,0.12665,0.038566,1565.7
83,22.19,75,2.0709,88,0.75334,60,3.8748,96,0.54417,0.099223,0.02545,1886.3
75,16.04,82,3.2082,61,3.0494,6,6.5556,22,1.3129,0.094131,0.029826,1242.1
50,18.387,59,2.4958,35,3.25,6,7.4958,14,0.55283,0.11435,0.039447,2504.1
71,18.095,75,0.9891,62,3.5,51,3.0269,46,0.52566,0.093885,0.025683,1068.8
96,18.501,98,0.92273,100,0.94215,94,0.78748,92,0.89959,0.12525,0.052407,2475.9
75,11.543,80,1.384,63,1.9811,96,0.53365,98,0.61198,0.089603,0.04029,1550.2
82,15.302,76,1.5349,59,3.8838,6,6.5801,102,1.559,0.092717,0.042525,1500.7
92,18.597,96,0.99156,90,1.6069,98,0.89755,94,0.99024,0.13258,0.058491,1959
49,11.557,36,3.2595,14,4.4489,33,0.72823,22,2.2562,0.185,0.037536,2401.3
75,13.653,82,3.6283,63,0.72732,102,0.7516,108,1.0018,0.092325,0.038887,1636.8
98,19.646,96,0.91789,100,0.85021,92,1.2423,94,0.86655,0.12611,0.041086,1218.1
50,10.299,33,0.99058,35,2.7669,6,7.61,14,0.55596,0.12391,0.054476,1679.6
100,15.011,102,0.85637,98,0.86897,96,0.77217,104,0.59808,0.12464,0.052964,1489.8
49,11.014,37,0.509,31,1.0112,6,7.0028,14,0.54525,0.11055,0.052593,1789.3
44,11.422,37,0.63392,33,0.79875,31,0.80505,29,0.60997,0.12056,0.068063,718.19
70,15.997,62,3.5491,52,0.6743,87,0.58026,6,6.7634,0.095611,0.040687,1305.7
96,13.323,94,0.92305,92,0.84642,98,0.75468,100,0.6237,0.11578,0.022559,1685.4
100,12.8,102,0.79606,98,0.79158,96,0.71312,104,0.53111,0.12228,0.052064,1345.3
49,18.404,44,0.57357,37,1.79,6,6.8887,14,0.50909,0.11994,0.054452,1334.8
15,10.289,31,16.917,36,2.6752,33,0.96788,29,1.398,0.24609,0.13529,2527.7
100,19.432,98,0.91828,102,0.90078,96,0.94915,94,0.87172,0.12486,0.046591,1991.1
